survived,pclass,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alive,alone,sex,sex_female,sex_male,embarked,embarked_C,embarked_Q,embarked_S
0,3,17,1,1,7.2292,Third,man,TRUE,,Cherbourg,no,FALSE,male,0,1,C,1,0,0
1,3,,0,2,22.3583,Third,woman,FALSE,,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,3,30,0,0,8.6625,Third,woman,FALSE,,Southampton,no,TRUE,female,1,0,S,0,0,1
1,2,7,0,2,26.25,Second,child,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,1,45,0,0,26.55,First,man,TRUE,B,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,30,0,0,106.425,First,woman,FALSE,,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
0,3,,0,0,14.5,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,22,0,2,49.5,First,woman,FALSE,B,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
1,1,36,0,2,71,First,woman,FALSE,B,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,9,4,2,31.275,Third,child,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
0,3,11,4,2,31.275,Third,child,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
1,2,32,1,0,26,Second,man,TRUE,,Southampton,yes,FALSE,male,0,1,S,0,0,1
0,1,50,1,0,106.425,First,man,TRUE,C,Cherbourg,no,FALSE,male,0,1,C,1,0,0
0,1,64,0,0,26,First,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,19,1,0,26,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,2,,0,0,13.8625,Second,man,TRUE,,Cherbourg,yes,TRUE,male,0,1,C,1,0,0
0,3,33,1,1,20.525,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
1,2,8,1,1,36.75,Second,child,FALSE,,Southampton,yes,FALSE,male,0,1,S,0,0,1
1,1,17,0,2,110.8833,First,man,TRUE,C,Cherbourg,yes,FALSE,male,0,1,C,1,0,0
0,2,27,0,0,26,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,7.8292,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
1,3,22,0,0,7.225,Third,man,TRUE,,Cherbourg,yes,TRUE,male,0,1,C,1,0,0
1,3,22,0,0,7.775,Third,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,1,62,0,0,26.55,First,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,48,1,0,39.6,First,woman,FALSE,A,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,1,,0,0,227.525,First,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
1,1,39,1,1,79.65,First,woman,FALSE,E,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,3,36,1,0,17.4,Third,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,,0,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
0,3,40,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,28,0,0,13.5,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,8.05,Third,woman,FALSE,,Southampton,no,TRUE,female,1,0,S,0,0,1
0,3,24,2,0,24.15,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,19,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,29,0,4,21.075,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
0,3,,0,0,7.2292,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
1,3,32,0,0,7.8542,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,2,62,0,0,10.5,Second,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,1,53,2,0,51.4792,First,woman,FALSE,C,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,1,36,0,0,26.3875,First,man,TRUE,E,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,3,,0,0,7.75,Third,woman,FALSE,,Queenstown,yes,TRUE,female,1,0,Q,0,1,0
0,3,16,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,19,0,0,14.5,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,34,0,0,13,Second,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
1,1,39,1,0,55.9,First,woman,FALSE,E,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,,1,0,14.4583,Third,woman,FALSE,,Cherbourg,no,FALSE,female,1,0,C,1,0,0
1,3,32,0,0,7.925,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,2,25,1,1,30,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,1,39,1,1,110.8833,First,woman,FALSE,C,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,2,54,0,0,26,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,36,0,0,40.125,First,man,TRUE,A,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,,0,0,8.7125,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
1,1,18,0,2,79.65,First,woman,FALSE,E,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,2,47,0,0,15,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,60,1,1,79.2,First,man,TRUE,B,Cherbourg,yes,FALSE,male,0,1,C,1,0,0
0,3,22,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,35,0,0,7.125,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,52,1,0,78.2667,First,woman,FALSE,D,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,3,47,0,0,7.25,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,2,7.75,Third,woman,FALSE,,Queenstown,no,FALSE,female,1,0,Q,0,1,0
0,2,37,1,0,26,Second,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,36,1,1,24.15,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
1,2,,0,0,33,Second,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,49,0,0,0,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,7.225,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
1,1,49,1,0,56.9292,First,man,TRUE,A,Cherbourg,yes,FALSE,male,0,1,C,1,0,0
1,2,24,2,1,27,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,,0,0,42.4,First,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,44,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,35,0,0,26.55,First,man,TRUE,,Cherbourg,yes,TRUE,male,0,1,C,1,0,0
0,3,36,1,0,15.55,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,30,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,27,0,0,30.5,First,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,2,22,1,2,41.5792,Second,woman,FALSE,,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
1,1,40,0,0,153.4625,First,woman,FALSE,C,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,39,1,5,31.275,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
0,3,,0,0,7.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,,1,0,15.5,Third,woman,FALSE,,Queenstown,yes,FALSE,female,1,0,Q,0,1,0
0,3,,0,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
0,3,35,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,24,1,2,65,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,34,1,1,14.4,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,26,1,0,16.1,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
1,2,4,2,1,39,Second,child,FALSE,F,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,2,26,0,0,10.5,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,27,1,0,14.4542,Third,man,TRUE,,Cherbourg,no,FALSE,male,0,1,C,1,0,0
1,1,42,1,0,52.5542,First,man,TRUE,D,Southampton,yes,FALSE,male,0,1,S,0,0,1
1,3,20,1,1,15.7417,Third,man,TRUE,,Cherbourg,yes,FALSE,male,0,1,C,1,0,0
0,3,21,0,0,7.8542,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,21,0,0,16.1,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,61,0,0,32.3208,First,man,TRUE,D,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,57,0,0,12.35,Second,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
1,1,21,0,0,77.9583,First,woman,FALSE,D,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,26,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,7.7333,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
1,1,80,0,0,30,First,man,TRUE,A,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,3,51,0,0,7.0542,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,32,0,0,30.5,First,man,TRUE,B,Cherbourg,yes,TRUE,male,0,1,C,1,0,0
0,1,,0,0,0,First,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,9,3,2,27.9,Third,child,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
1,2,28,0,0,13,Second,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,32,0,0,7.925,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,31,1,1,26.25,Second,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,41,0,5,39.6875,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
0,3,,1,0,16.1,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,20,0,0,7.8542,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,24,0,0,69.3,First,woman,FALSE,B,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
0,3,2,3,2,27.9,Third,child,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
1,3,,0,0,56.4958,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,3,0.75,2,1,19.2583,Third,child,FALSE,,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
1,1,48,1,0,76.7292,First,man,TRUE,D,Cherbourg,yes,FALSE,male,0,1,C,1,0,0
0,3,19,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,56,0,0,35.5,First,man,TRUE,A,Cherbourg,yes,TRUE,male,0,1,C,1,0,0
0,3,,0,0,7.55,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,23,0,0,7.55,Third,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,18,0,1,23,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,21,0,0,8.4333,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,,0,0,7.8292,Third,woman,FALSE,,Queenstown,yes,TRUE,female,1,0,Q,0,1,0
0,3,18,0,0,6.75,Third,woman,FALSE,,Queenstown,no,TRUE,female,1,0,Q,0,1,0
0,2,24,2,0,73.5,Second,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,32,1,1,15.5,Third,woman,FALSE,,Queenstown,no,FALSE,female,1,0,Q,0,1,0
0,2,23,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,1,58,0,2,113.275,First,man,TRUE,D,Cherbourg,no,FALSE,male,0,1,C,1,0,0
1,1,50,2,0,133.65,First,man,TRUE,,Southampton,yes,FALSE,male,0,1,S,0,0,1
0,3,40,0,0,7.225,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,1,47,0,0,25.5875,First,man,TRUE,E,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,36,0,0,7.4958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,20,1,0,7.925,Third,man,TRUE,,Southampton,yes,FALSE,male,0,1,S,0,0,1
0,2,32,2,0,73.5,Second,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,2,25,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,7.775,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,43,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,,1,0,52,First,woman,FALSE,C,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,2,40,1,1,39,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,1,31,1,0,52,First,man,TRUE,B,Southampton,no,FALSE,male,0,1,S,0,0,1
0,2,70,0,0,10.5,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,31,0,0,13,Second,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,2,,0,0,0,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,18,0,0,7.775,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,24.5,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,18,0,0,9.8417,Third,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,43,1,6,46.9,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
1,1,36,0,1,512.3292,First,man,TRUE,B,Cherbourg,yes,FALSE,male,0,1,C,1,0,0
0,3,,0,0,8.1375,Third,woman,FALSE,,Queenstown,no,TRUE,female,1,0,Q,0,1,0
1,1,27,0,0,76.7292,First,man,TRUE,D,Cherbourg,yes,TRUE,male,0,1,C,1,0,0
0,3,20,0,0,9.225,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,14,5,2,46.9,Third,child,FALSE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,2,60,1,1,39,Second,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,2,25,1,2,41.5792,Second,man,TRUE,,Cherbourg,no,FALSE,male,0,1,C,1,0,0
0,3,14,4,1,39.6875,Third,child,FALSE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,19,0,0,10.1708,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,18,0,0,7.7958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,15,0,1,211.3375,First,child,FALSE,B,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,1,31,1,0,57,First,man,TRUE,B,Southampton,yes,FALSE,male,0,1,S,0,0,1
1,3,4,0,1,13.4167,Third,child,FALSE,,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
1,3,,0,0,56.4958,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,3,25,0,0,7.225,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,1,60,0,0,26.55,First,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,52,0,0,13.5,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,44,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,,0,0,7.7333,Third,woman,FALSE,,Queenstown,yes,TRUE,female,1,0,Q,0,1,0
0,1,49,1,1,110.8833,First,man,TRUE,C,Cherbourg,no,FALSE,male,0,1,C,1,0,0
0,3,42,0,0,7.65,Third,man,TRUE,F,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,18,1,0,227.525,First,woman,FALSE,C,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
1,1,35,0,0,26.2875,First,man,TRUE,E,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,3,18,0,1,14.4542,Third,woman,FALSE,,Cherbourg,no,FALSE,female,1,0,C,1,0,0
0,3,25,0,0,7.7417,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
0,3,26,1,0,7.8542,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,2,39,0,0,26,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,45,0,0,13.5,Second,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
1,1,42,0,0,26.2875,First,man,TRUE,E,Southampton,yes,TRUE,male,0,1,S,0,0,1
1,1,22,0,0,151.55,First,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
1,3,,1,1,15.2458,Third,man,TRUE,,Cherbourg,yes,FALSE,male,0,1,C,1,0,0
1,1,24,0,0,49.5042,First,woman,FALSE,C,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
0,1,,0,0,26.55,First,man,TRUE,C,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,48,1,0,52,First,man,TRUE,C,Southampton,yes,FALSE,male,0,1,S,0,0,1
0,3,29,0,0,9.4833,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,52,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,19,0,0,7.65,Third,man,TRUE,F,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,38,0,0,227.525,First,woman,FALSE,C,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
1,2,27,0,0,10.5,Second,woman,FALSE,E,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,,0,0,15.5,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
0,3,33,0,0,7.775,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,6,0,1,33,Second,child,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,17,1,0,7.0542,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,2,34,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,50,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,27,1,0,53.1,First,man,TRUE,E,Southampton,yes,FALSE,male,0,1,S,0,0,1
0,3,20,0,0,8.6625,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,30,3,0,21,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,3,,0,0,7.7375,Third,woman,FALSE,,Queenstown,yes,TRUE,female,1,0,Q,0,1,0
0,2,25,1,0,26,Second,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,25,1,0,7.925,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
1,1,29,0,0,211.3375,First,woman,FALSE,B,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,11,0,0,18.7875,Third,child,FALSE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,2,,0,0,0,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,23,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,23,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,28.5,0,0,16.1,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,48,1,3,34.375,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
1,1,35,0,0,512.3292,First,man,TRUE,B,Cherbourg,yes,TRUE,male,0,1,C,1,0,0
0,3,,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,,0,0,30,First,man,TRUE,D,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,1,36,1,0,78.85,First,man,TRUE,C,Southampton,no,FALSE,male,0,1,S,0,0,1
1,1,21,2,2,262.375,First,woman,FALSE,B,Cherbourg,yes,FALSE,female,1,0,C,1,0,0
0,3,24,1,0,16.1,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
1,3,31,0,0,7.925,Third,man,TRUE,,Southampton,yes,TRUE,male,0,1,S,0,0,1
0,1,70,1,1,71,First,man,TRUE,B,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,16,1,1,20.25,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
1,2,30,0,0,13,Second,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,1,19,1,0,53.1,First,man,TRUE,D,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,31,0,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
1,2,4,1,1,23,Second,child,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,3,6,0,1,12.475,Third,child,FALSE,E,Southampton,yes,FALSE,male,0,1,S,0,0,1
0,3,33,0,0,9.5,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,23,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,2,48,1,2,65,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,2,0.67,1,1,14.5,Second,child,FALSE,,Southampton,yes,FALSE,male,0,1,S,0,0,1
0,3,28,0,0,7.7958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,18,0,0,11.5,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,34,0,0,8.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,33,0,0,86.5,First,woman,FALSE,B,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,,0,0,14.5,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,41,0,0,7.125,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,20,0,0,7.2292,Third,man,TRUE,,Cherbourg,yes,TRUE,male,0,1,C,1,0,0
1,1,36,1,2,120,First,woman,FALSE,B,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,16,0,0,7.775,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,51,1,0,77.9583,First,woman,FALSE,D,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,1,,0,0,39.6,First,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,30.5,0,0,7.75,Third,woman,FALSE,,Queenstown,no,TRUE,female,1,0,Q,0,1,0
0,3,,1,0,24.15,Third,man,TRUE,,Queenstown,no,FALSE,male,0,1,Q,0,1,0
0,3,32,0,0,8.3625,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,24,0,0,9.5,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,48,0,0,7.8542,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,57,0,0,10.5,Second,woman,FALSE,E,Southampton,no,TRUE,female,1,0,S,0,0,1
0,3,,0,0,7.225,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
1,2,54,1,3,23,Second,woman,FALSE,,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,3,18,0,0,7.75,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,0,0,7.75,Third,man,TRUE,F,Queenstown,no,TRUE,male,0,1,Q,0,1,0
1,3,5,0,0,12.475,Third,child,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,,0,0,7.7375,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
1,1,43,0,1,211.3375,First,woman,FALSE,B,Southampton,yes,FALSE,female,1,0,S,0,0,1
1,3,13,0,0,7.2292,Third,child,FALSE,,Cherbourg,yes,TRUE,female,1,0,C,1,0,0
1,1,17,1,0,57,First,woman,FALSE,B,Southampton,yes,FALSE,female,1,0,S,0,0,1
0,1,29,0,0,30,First,man,TRUE,D,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,1,2,23.45,Third,man,TRUE,,Southampton,no,FALSE,male,0,1,S,0,0,1
0,3,25,0,0,7.05,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,25,0,0,7.25,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,3,18,0,0,7.4958,Third,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,8,4,1,29.125,Third,child,FALSE,,Queenstown,no,FALSE,male,0,1,Q,0,1,0
1,3,1,1,2,20.575,Third,child,FALSE,,Southampton,yes,FALSE,male,0,1,S,0,0,1
0,1,46,0,0,79.2,First,man,TRUE,B,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,,0,0,7.75,Third,man,TRUE,,Queenstown,no,TRUE,male,0,1,Q,0,1,0
0,2,16,0,0,26,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,3,,8,2,69.55,Third,woman,FALSE,,Southampton,no,FALSE,female,1,0,S,0,0,1
0,1,,0,0,30.6958,First,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
0,3,25,0,0,7.8958,Third,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
0,2,39,0,0,13,Second,man,TRUE,,Southampton,no,TRUE,male,0,1,S,0,0,1
1,1,49,0,0,25.9292,First,woman,FALSE,D,Southampton,yes,TRUE,female,1,0,S,0,0,1
1,3,31,0,0,8.6833,Third,woman,FALSE,,Southampton,yes,TRUE,female,1,0,S,0,0,1
0,3,30,0,0,7.2292,Third,man,TRUE,,Cherbourg,no,TRUE,male,0,1,C,1,0,0
