survived,pclass,sex,sex(LE),age,sibsp,parch,fare,embarked,embarked,class,class,who,who,adult_male,embark_town,embark_town,alive,alive,alone
1,1,female,0,44,0,1,58.0,C,0,First,0,woman,2,FALSE,Cherbourg,0,yes,1,FALSE
0,3,male,1,28,0,0,7.2,C,0,Third,2,man,1,TRUE,Cherbourg,0,no,0,TRUE
0,3,male,1,40.5,0,0,7.8,Q,1,Third,2,man,1,TRUE,Queenstown,1,no,0,TRUE
1,2,female,0,50,0,0,10.5,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,1,male,1,28,0,0,221.8,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,39,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,2,male,1,23,2,1,11.5,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,FALSE
1,2,female,0,2,1,1,26.0,S,2,Second,1,child,0,FALSE,Southampton,2,yes,1,FALSE
0,3,male,1,28,0,0,7.2,C,0,Third,2,man,1,TRUE,Cherbourg,0,no,0,TRUE
0,3,male,1,17,1,1,7.2,C,0,Third,2,man,1,TRUE,Cherbourg,0,no,0,FALSE
1,3,female,0,28,0,2,22.4,C,0,Third,2,woman,2,FALSE,Cherbourg,0,yes,1,FALSE
0,3,female,0,30,0,0,8.7,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,TRUE
1,2,female,0,7,0,2,26.3,S,2,Second,1,child,0,FALSE,Southampton,2,yes,1,FALSE
0,1,male,1,45,0,0,26.6,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,30,0,0,106.4,C,0,First,0,woman,2,FALSE,Cherbourg,0,yes,1,TRUE
0,3,male,1,28,0,0,14.5,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,22,0,2,49.5,C,0,First,0,woman,2,FALSE,Cherbourg,0,yes,1,FALSE
1,1,female,0,36,0,2,71.0,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,3,female,0,9,4,2,31.3,S,2,Third,2,child,0,FALSE,Southampton,2,no,0,FALSE
0,3,female,0,11,4,2,31.3,S,2,Third,2,child,0,FALSE,Southampton,2,no,0,FALSE
1,2,male,1,32,1,0,26.0,S,2,Second,1,man,1,TRUE,Southampton,2,yes,1,FALSE
0,1,male,1,50,1,0,106.4,C,0,First,0,man,1,TRUE,Cherbourg,0,no,0,FALSE
0,1,male,1,64,0,0,26.0,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
1,2,female,0,19,1,0,26.0,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,FALSE
1,2,male,1,28,0,0,13.9,C,0,Second,1,man,1,TRUE,Cherbourg,0,yes,1,TRUE
0,3,male,1,33,1,1,20.5,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,FALSE
1,2,male,1,8,1,1,36.8,S,2,Second,1,child,0,FALSE,Southampton,2,yes,1,FALSE
1,1,male,1,17,0,2,110.9,C,0,First,0,man,1,TRUE,Cherbourg,0,yes,1,FALSE
0,2,male,1,27,0,0,26.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,28,0,0,7.8,Q,1,Third,2,man,1,TRUE,Queenstown,1,no,0,TRUE
1,3,male,1,22,0,0,7.2,C,0,Third,2,man,1,TRUE,Cherbourg,0,yes,1,TRUE
1,3,female,0,22,0,0,7.8,S,2,Third,2,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,1,male,1,62,0,0,26.6,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,48,1,0,39.6,C,0,First,0,woman,2,FALSE,Cherbourg,0,yes,1,FALSE
0,1,male,1,28,0,0,227.5,C,0,First,0,man,1,TRUE,Cherbourg,0,no,0,TRUE
1,1,female,0,39,1,1,79.7,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,FALSE
1,3,female,0,36,1,0,17.4,S,2,Third,2,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,3,male,1,28,0,0,7.8,Q,1,Third,2,man,1,TRUE,Queenstown,1,no,0,TRUE
0,3,male,1,40,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,2,male,1,28,0,0,13.5,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,28,0,0,8.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,female,0,28,0,0,8.1,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,TRUE
0,3,male,1,24,2,0,24.2,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,FALSE
0,3,male,1,19,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,female,0,29,0,4,21.1,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,FALSE
0,3,male,1,28,0,0,7.2,C,0,Third,2,man,1,TRUE,Cherbourg,0,no,0,TRUE
1,3,male,1,32,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,yes,1,TRUE
1,2,male,1,62,0,0,10.5,S,2,Second,1,man,1,TRUE,Southampton,2,yes,1,TRUE
1,1,female,0,53,2,0,51.5,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,FALSE
1,1,male,1,36,0,0,26.4,S,2,First,0,man,1,TRUE,Southampton,2,yes,1,TRUE
1,3,female,0,28,0,0,7.8,Q,1,Third,2,woman,2,FALSE,Queenstown,1,yes,1,TRUE
0,3,male,1,16,0,0,8.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,19,0,0,14.5,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,2,female,0,34,0,0,13.0,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,TRUE
1,1,female,0,39,1,0,55.9,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,3,female,0,28,1,0,14.5,C,0,Third,2,woman,2,FALSE,Cherbourg,0,no,0,FALSE
1,3,male,1,32,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,yes,1,TRUE
1,2,female,0,25,1,1,30.0,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,FALSE
1,1,female,0,39,1,1,110.9,C,0,First,0,woman,2,FALSE,Cherbourg,0,yes,1,FALSE
0,2,male,1,54,0,0,26.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,1,male,1,36,0,0,40.1,C,0,First,0,man,1,TRUE,Cherbourg,0,no,0,TRUE
0,3,male,1,28,0,0,8.7,C,0,Third,2,man,1,TRUE,Cherbourg,0,no,0,TRUE
1,1,female,0,18,0,2,79.7,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,2,male,1,47,0,0,15.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,male,1,60,1,1,79.2,C,0,First,0,man,1,TRUE,Cherbourg,0,yes,1,FALSE
0,3,male,1,22,0,0,8.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,28,0,0,8.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,35,0,0,7.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,52,1,0,78.3,C,0,First,0,woman,2,FALSE,Cherbourg,0,yes,1,FALSE
0,3,male,1,47,0,0,7.3,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,female,0,28,0,2,7.8,Q,1,Third,2,woman,2,FALSE,Queenstown,1,no,0,FALSE
0,2,male,1,37,1,0,26.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,FALSE
0,3,male,1,36,1,1,24.2,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,FALSE
1,2,female,0,28,0,0,33.0,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,3,male,1,49,0,0,0.0,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,28,0,0,7.2,C,0,Third,2,man,1,TRUE,Cherbourg,0,no,0,TRUE
1,1,male,1,49,1,0,56.9,C,0,First,0,man,1,TRUE,Cherbourg,0,yes,1,FALSE
1,2,female,0,24,2,1,27.0,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,3,male,1,28,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,1,male,1,28,0,0,42.4,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,44,0,0,8.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,male,1,35,0,0,26.6,C,0,First,0,man,1,TRUE,Cherbourg,0,yes,1,TRUE
0,3,male,1,36,1,0,15.6,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,FALSE
0,3,male,1,30,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,male,1,27,0,0,30.5,S,2,First,0,man,1,TRUE,Southampton,2,yes,1,TRUE
1,2,female,0,22,1,2,41.6,C,0,Second,1,woman,2,FALSE,Cherbourg,0,yes,1,FALSE
1,1,female,0,40,0,0,153.5,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,3,female,0,39,1,5,31.3,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,FALSE
0,3,male,1,28,0,0,7.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,3,female,0,28,1,0,15.5,Q,1,Third,2,woman,2,FALSE,Queenstown,1,yes,1,FALSE
0,3,male,1,28,0,0,7.8,Q,1,Third,2,man,1,TRUE,Queenstown,1,no,0,TRUE
0,3,male,1,35,0,0,8.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,2,female,0,24,1,2,65.0,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,3,male,1,34,1,1,14.4,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,FALSE
0,3,female,0,26,1,0,16.1,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,FALSE
1,2,female,0,4,2,1,39.0,S,2,Second,1,child,0,FALSE,Southampton,2,yes,1,FALSE
0,2,male,1,26,0,0,10.5,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,27,1,0,14.5,C,0,Third,2,man,1,TRUE,Cherbourg,0,no,0,FALSE
1,1,male,1,42,1,0,52.6,S,2,First,0,man,1,TRUE,Southampton,2,yes,1,FALSE
1,3,male,1,20,1,1,15.7,C,0,Third,2,man,1,TRUE,Cherbourg,0,yes,1,FALSE
0,3,male,1,21,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,21,0,0,16.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,1,male,1,61,0,0,32.3,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
0,2,male,1,57,0,0,12.4,Q,1,Second,1,man,1,TRUE,Queenstown,1,no,0,TRUE
1,1,female,0,21,0,0,78.0,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,3,male,1,26,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,28,0,0,7.7,Q,1,Third,2,man,1,TRUE,Queenstown,1,no,0,TRUE
1,1,male,1,80,0,0,30.0,S,2,First,0,man,1,TRUE,Southampton,2,yes,1,TRUE
0,3,male,1,51,0,0,7.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,male,1,32,0,0,30.5,C,0,First,0,man,1,TRUE,Cherbourg,0,yes,1,TRUE
0,1,male,1,28,0,0,0.0,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,female,0,9,3,2,27.9,S,2,Third,2,child,0,FALSE,Southampton,2,no,0,FALSE
1,2,female,0,28,0,0,13.0,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,3,male,1,32,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,2,male,1,31,1,1,26.3,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,FALSE
0,3,female,0,41,0,5,39.7,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,FALSE
0,3,male,1,28,1,0,16.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,FALSE
0,3,male,1,20,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,24,0,0,69.3,C,0,First,0,woman,2,FALSE,Cherbourg,0,yes,1,TRUE
0,3,female,0,2,3,2,27.9,S,2,Third,2,child,0,FALSE,Southampton,2,no,0,FALSE
1,3,male,1,28,0,0,56.5,S,2,Third,2,man,1,TRUE,Southampton,2,yes,1,TRUE
1,3,female,0,0.75,2,1,19.3,C,0,Third,2,child,0,FALSE,Cherbourg,0,yes,1,FALSE
1,1,male,1,48,1,0,76.7,C,0,First,0,man,1,TRUE,Cherbourg,0,yes,1,FALSE
0,3,male,1,19,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,male,1,56,0,0,35.5,C,0,First,0,man,1,TRUE,Cherbourg,0,yes,1,TRUE
0,3,male,1,28,0,0,7.6,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,3,female,0,23,0,0,7.6,S,2,Third,2,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,3,male,1,28,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,2,female,0,18,0,1,23.0,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,3,male,1,21,0,0,8.4,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,3,female,0,28,0,0,7.8,Q,1,Third,2,woman,2,FALSE,Queenstown,1,yes,1,TRUE
0,3,female,0,18,0,0,6.8,Q,1,Third,2,woman,2,FALSE,Queenstown,1,no,0,TRUE
0,2,male,1,24,2,0,73.5,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,FALSE
0,3,male,1,28,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,female,0,32,1,1,15.5,Q,1,Third,2,woman,2,FALSE,Queenstown,1,no,0,FALSE
0,2,male,1,23,0,0,13.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,1,male,1,58,0,2,113.3,C,0,First,0,man,1,TRUE,Cherbourg,0,no,0,FALSE
1,1,male,1,50,2,0,133.7,S,2,First,0,man,1,TRUE,Southampton,2,yes,1,FALSE
0,3,male,1,40,0,0,7.2,C,0,Third,2,man,1,TRUE,Cherbourg,0,no,0,TRUE
0,1,male,1,47,0,0,25.6,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,36,0,0,7.5,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,3,male,1,20,1,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,yes,1,FALSE
0,2,male,1,32,2,0,73.5,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,FALSE
0,2,male,1,25,0,0,13.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,28,0,0,7.8,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,43,0,0,8.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,28,1,0,52.0,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,FALSE
1,2,female,0,40,1,1,39.0,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,1,male,1,31,1,0,52.0,S,2,First,0,man,1,TRUE,Southampton,2,no,0,FALSE
0,2,male,1,70,0,0,10.5,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
1,2,male,1,31,0,0,13.0,S,2,Second,1,man,1,TRUE,Southampton,2,yes,1,TRUE
0,2,male,1,28,0,0,0.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,18,0,0,7.8,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,24.5,0,0,8.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,3,female,0,18,0,0,9.8,S,2,Third,2,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,3,female,0,43,1,6,46.9,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,FALSE
1,1,male,1,36,0,1,512.3,C,0,First,0,man,1,TRUE,Cherbourg,0,yes,1,FALSE
0,3,female,0,28,0,0,8.1,Q,1,Third,2,woman,2,FALSE,Queenstown,1,no,0,TRUE
1,1,male,1,27,0,0,76.7,C,0,First,0,man,1,TRUE,Cherbourg,0,yes,1,TRUE
0,3,male,1,20,0,0,9.2,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,14,5,2,46.9,S,2,Third,2,child,0,FALSE,Southampton,2,no,0,FALSE
0,2,male,1,60,1,1,39.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,FALSE
0,2,male,1,25,1,2,41.6,C,0,Second,1,man,1,TRUE,Cherbourg,0,no,0,FALSE
0,3,male,1,14,4,1,39.7,S,2,Third,2,child,0,FALSE,Southampton,2,no,0,FALSE
0,3,male,1,19,0,0,10.2,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,18,0,0,7.8,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,15,0,1,211.3,S,2,First,0,child,0,FALSE,Southampton,2,yes,1,FALSE
1,1,male,1,31,1,0,57.0,S,2,First,0,man,1,TRUE,Southampton,2,yes,1,FALSE
1,3,female,0,4,0,1,13.4,C,0,Third,2,child,0,FALSE,Cherbourg,0,yes,1,FALSE
1,3,male,1,28,0,0,56.5,S,2,Third,2,man,1,TRUE,Southampton,2,yes,1,TRUE
0,3,male,1,25,0,0,7.2,C,0,Third,2,man,1,TRUE,Cherbourg,0,no,0,TRUE
0,1,male,1,60,0,0,26.6,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
0,2,male,1,52,0,0,13.5,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,44,0,0,8.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,3,female,0,28,0,0,7.7,Q,1,Third,2,woman,2,FALSE,Queenstown,1,yes,1,TRUE
0,1,male,1,49,1,1,110.9,C,0,First,0,man,1,TRUE,Cherbourg,0,no,0,FALSE
0,3,male,1,42,0,0,7.7,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,18,1,0,227.5,C,0,First,0,woman,2,FALSE,Cherbourg,0,yes,1,FALSE
1,1,male,1,35,0,0,26.3,S,2,First,0,man,1,TRUE,Southampton,2,yes,1,TRUE
0,3,female,0,18,0,1,14.5,C,0,Third,2,woman,2,FALSE,Cherbourg,0,no,0,FALSE
0,3,male,1,25,0,0,7.7,Q,1,Third,2,man,1,TRUE,Queenstown,1,no,0,TRUE
0,3,male,1,26,1,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,FALSE
0,2,male,1,39,0,0,26.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
1,2,female,0,45,0,0,13.5,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,TRUE
1,1,male,1,42,0,0,26.3,S,2,First,0,man,1,TRUE,Southampton,2,yes,1,TRUE
1,1,female,0,22,0,0,151.6,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,TRUE
1,3,male,1,28,1,1,15.2,C,0,Third,2,man,1,TRUE,Cherbourg,0,yes,1,FALSE
1,1,female,0,24,0,0,49.5,C,0,First,0,woman,2,FALSE,Cherbourg,0,yes,1,TRUE
0,1,male,1,28,0,0,26.6,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,male,1,48,1,0,52.0,S,2,First,0,man,1,TRUE,Southampton,2,yes,1,FALSE
0,3,male,1,29,0,0,9.5,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,2,male,1,52,0,0,13.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,19,0,0,7.7,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,38,0,0,227.5,C,0,First,0,woman,2,FALSE,Cherbourg,0,yes,1,TRUE
1,2,female,0,27,0,0,10.5,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,3,male,1,28,0,0,15.5,Q,1,Third,2,man,1,TRUE,Queenstown,1,no,0,TRUE
0,3,male,1,33,0,0,7.8,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,2,female,0,6,0,1,33.0,S,2,Second,1,child,0,FALSE,Southampton,2,yes,1,FALSE
0,3,male,1,17,1,0,7.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,FALSE
0,2,male,1,34,0,0,13.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,2,male,1,50,0,0,13.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,male,1,27,1,0,53.1,S,2,First,0,man,1,TRUE,Southampton,2,yes,1,FALSE
0,3,male,1,20,0,0,8.7,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,2,female,0,30,3,0,21.0,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,FALSE
1,3,female,0,28,0,0,7.7,Q,1,Third,2,woman,2,FALSE,Queenstown,1,yes,1,TRUE
0,2,male,1,25,1,0,26.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,FALSE
0,3,female,0,25,1,0,7.9,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,FALSE
1,1,female,0,29,0,0,211.3,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,3,male,1,11,0,0,18.8,C,0,Third,2,child,0,FALSE,Cherbourg,0,no,0,TRUE
0,2,male,1,28,0,0,0.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,2,male,1,23,0,0,13.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,2,male,1,23,0,0,13.0,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,28.5,0,0,16.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,female,0,48,1,3,34.4,S,2,Third,2,woman,2,FALSE,Southampton,2,no,0,FALSE
1,1,male,1,35,0,0,512.3,C,0,First,0,man,1,TRUE,Cherbourg,0,yes,1,TRUE
0,3,male,1,28,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,28,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,male,1,28,0,0,30.0,S,2,First,0,man,1,TRUE,Southampton,2,yes,1,TRUE
0,1,male,1,36,1,0,78.9,S,2,First,0,man,1,TRUE,Southampton,2,no,0,FALSE
1,1,female,0,21,2,2,262.4,C,0,First,0,woman,2,FALSE,Cherbourg,0,yes,1,FALSE
0,3,male,1,24,1,0,16.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,FALSE
1,3,male,1,31,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,yes,1,TRUE
0,1,male,1,70,1,1,71.0,S,2,First,0,man,1,TRUE,Southampton,2,no,0,FALSE
0,3,male,1,16,1,1,20.3,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,FALSE
1,2,female,0,30,0,0,13.0,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,1,male,1,19,1,0,53.1,S,2,First,0,man,1,TRUE,Southampton,2,no,0,FALSE
0,3,male,1,31,0,0,7.8,Q,1,Third,2,man,1,TRUE,Queenstown,1,no,0,TRUE
1,2,female,0,4,1,1,23.0,S,2,Second,1,child,0,FALSE,Southampton,2,yes,1,FALSE
1,3,male,1,6,0,1,12.5,S,2,Third,2,child,0,FALSE,Southampton,2,yes,1,FALSE
0,3,male,1,33,0,0,9.5,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,23,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,2,female,0,48,1,2,65.0,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,FALSE
1,2,male,1,0.67,1,1,14.5,S,2,Second,1,child,0,FALSE,Southampton,2,yes,1,FALSE
0,3,male,1,28,0,0,7.8,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,2,male,1,18,0,0,11.5,S,2,Second,1,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,34,0,0,8.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,33,0,0,86.5,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,TRUE
0,3,male,1,28,0,0,14.5,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,41,0,0,7.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,3,male,1,20,0,0,7.2,C,0,Third,2,man,1,TRUE,Cherbourg,0,yes,1,TRUE
1,1,female,0,36,1,2,120.0,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,3,male,1,16,0,0,7.8,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
1,1,female,0,51,1,0,78.0,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,1,male,1,28,0,0,39.6,C,0,First,0,man,1,TRUE,Cherbourg,0,no,0,TRUE
0,3,female,0,30.5,0,0,7.8,Q,1,Third,2,woman,2,FALSE,Queenstown,1,no,0,TRUE
0,3,male,1,28,1,0,24.2,Q,1,Third,2,man,1,TRUE,Queenstown,1,no,0,FALSE
0,3,male,1,32,0,0,8.4,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,24,0,0,9.5,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,48,0,0,7.9,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,2,female,0,57,0,0,10.5,S,2,Second,1,woman,2,FALSE,Southampton,2,no,0,TRUE
0,3,male,1,28,0,0,7.2,C,0,Third,2,man,1,TRUE,Cherbourg,0,no,0,TRUE
1,2,female,0,54,1,3,23.0,S,2,Second,1,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,3,male,1,18,0,0,7.8,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,28,0,0,7.8,Q,1,Third,2,man,1,TRUE,Queenstown,1,no,0,TRUE
1,3,female,0,5,0,0,12.5,S,2,Third,2,child,0,FALSE,Southampton,2,yes,1,TRUE
0,3,male,1,28,0,0,7.7,Q,1,Third,2,man,1,TRUE,Queenstown,1,no,0,TRUE
1,1,female,0,43,0,1,211.3,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,FALSE
1,3,female,0,13,0,0,7.2,C,0,Third,2,child,0,FALSE,Cherbourg,0,yes,1,TRUE
1,1,female,0,17,1,0,57.0,S,2,First,0,woman,2,FALSE,Southampton,2,yes,1,FALSE
0,1,male,1,29,0,0,30.0,S,2,First,0,man,1,TRUE,Southampton,2,no,0,TRUE
0,3,male,1,28,1,2,23.5,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,FALSE
0,3,male,1,25,0,0,7.1,S,2,Third,2,man,1,TRUE,Southampton,2,no,0,TRUE
